Quality,Day,Product code,Year,Period over which rainfall was measured (days),Bureau of Meteorology station number,Rainfall amount (millimetres),Month
,22,IDCJAC0009,2008,,31063,0,2
,23,IDCJAC0009,2008,,31063,0,2
,24,IDCJAC0009,2008,,31063,0,2
,25,IDCJAC0009,2008,,31063,0,2
,26,IDCJAC0009,2008,1,31063,49.6,2
,27,IDCJAC0009,2008,1,31063,6.6,2
,28,IDCJAC0009,2008,1,31063,61.4,2
,29,IDCJAC0009,2008,1,31063,21.2,2
,1,IDCJAC0009,2008,,31063,0,3
,2,IDCJAC0009,2008,1,31063,22.4,3
,3,IDCJAC0009,2008,1,31063,8.8,3
,4,IDCJAC0009,2008,1,31063,200.6,3
,5,IDCJAC0009,2008,1,31063,264.2,3
,6,IDCJAC0009,2008,1,31063,13.6,3
,7,IDCJAC0009,2008,1,31063,11.2,3
,8,IDCJAC0009,2008,1,31063,3.4,3
,9,IDCJAC0009,2008,,31063,0,3
,10,IDCJAC0009,2008,1,31063,8.4,3
,11,IDCJAC0009,2008,,31063,0,3
,12,IDCJAC0009,2008,1,31063,5.2,3
,13,IDCJAC0009,2008,1,31063,196.6,3
,14,IDCJAC0009,2008,1,31063,27.4,3
,15,IDCJAC0009,2008,1,31063,136.2,3
,16,IDCJAC0009,2008,1,31063,26.8,3
,17,IDCJAC0009,2008,1,31063,28.8,3
,18,IDCJAC0009,2008,,31063,0,3
,19,IDCJAC0009,2008,1,31063,2.6,3
,20,IDCJAC0009,2008,,31063,0,3
,21,IDCJAC0009,2008,,31063,0,3
,22,IDCJAC0009,2008,,31063,0,3
,23,IDCJAC0009,2008,,31063,0,3
,24,IDCJAC0009,2008,1,31063,3.8,3
,25,IDCJAC0009,2008,,31063,0,3
,26,IDCJAC0009,2008,,31063,0,3
,27,IDCJAC0009,2008,,31063,0,3
,28,IDCJAC0009,2008,,31063,0,3
,29,IDCJAC0009,2008,,31063,0,3
,30,IDCJAC0009,2008,1,31063,11.4,3
,31,IDCJAC0009,2008,1,31063,5.4,3
,1,IDCJAC0009,2008,,31063,0,4
,2,IDCJAC0009,2008,1,31063,7.8,4
,3,IDCJAC0009,2008,,31063,0,4
,4,IDCJAC0009,2008,,31063,0,4
,5,IDCJAC0009,2008,,31063,0,4
,6,IDCJAC0009,2008,,31063,0,4
,7,IDCJAC0009,2008,,31063,0,4
,8,IDCJAC0009,2008,1,31063,1.2,4
,9,IDCJAC0009,2008,1,31063,5,4
,10,IDCJAC0009,2008,,31063,0,4
,11,IDCJAC0009,2008,,31063,0,4
,12,IDCJAC0009,2008,,31063,0,4
,13,IDCJAC0009,2008,,31063,0,4
,14,IDCJAC0009,2008,,31063,0,4
,15,IDCJAC0009,2008,,31063,0,4
,16,IDCJAC0009,2008,,31063,0,4
,17,IDCJAC0009,2008,1,31063,3.2,4
,18,IDCJAC0009,2008,1,31063,2.6,4
,19,IDCJAC0009,2008,,31063,0,4
,20,IDCJAC0009,2008,1,31063,0.8,4
,21,IDCJAC0009,2008,1,31063,1.4,4
,22,IDCJAC0009,2008,,31063,0,4
,23,IDCJAC0009,2008,,31063,0,4
,24,IDCJAC0009,2008,,31063,0,4
,25,IDCJAC0009,2008,,31063,0,4
,26,IDCJAC0009,2008,,31063,0,4
,27,IDCJAC0009,2008,,31063,0,4
,28,IDCJAC0009,2008,,31063,0,4
,29,IDCJAC0009,2008,,31063,0,4
,30,IDCJAC0009,2008,,31063,0,4
,1,IDCJAC0009,2008,,31063,0,5
,2,IDCJAC0009,2008,,31063,0,5
,3,IDCJAC0009,2008,1,31063,3.2,5
,4,IDCJAC0009,2008,,31063,0,5
,5,IDCJAC0009,2008,1,31063,0.4,5
,6,IDCJAC0009,2008,,31063,0,5
,7,IDCJAC0009,2008,1,31063,4.2,5
,8,IDCJAC0009,2008,,31063,0,5
,9,IDCJAC0009,2008,,31063,0,5
,10,IDCJAC0009,2008,,31063,0,5
,11,IDCJAC0009,2008,,31063,0,5
,12,IDCJAC0009,2008,1,31063,0.8,5
,13,IDCJAC0009,2008,,31063,0,5
,14,IDCJAC0009,2008,1,31063,2.8,5
,15,IDCJAC0009,2008,,31063,0,5
,16,IDCJAC0009,2008,,31063,0,5
,17,IDCJAC0009,2008,,31063,0,5
,18,IDCJAC0009,2008,,31063,0,5
,19,IDCJAC0009,2008,,31063,0,5
,20,IDCJAC0009,2008,,31063,0,5
,21,IDCJAC0009,2008,,31063,0,5
,22,IDCJAC0009,2008,,31063,0,5
,23,IDCJAC0009,2008,1,31063,21.2,5
,24,IDCJAC0009,2008,1,31063,3.6,5
,25,IDCJAC0009,2008,1,31063,8.6,5
,26,IDCJAC0009,2008,1,31063,3.4,5
,27,IDCJAC0009,2008,1,31063,3.2,5
,28,IDCJAC0009,2008,1,31063,1.4,5
,29,IDCJAC0009,2008,,31063,0,5
,30,IDCJAC0009,2008,,31063,0,5
,31,IDCJAC0009,2008,,31063,0,5
,1,IDCJAC0009,2008,,31063,0,6
,2,IDCJAC0009,2008,,31063,0,6
,3,IDCJAC0009,2008,,31063,0,6
,4,IDCJAC0009,2008,,31063,0,6
,5,IDCJAC0009,2008,1,31063,0.6,6
,6,IDCJAC0009,2008,1,31063,1.2,6
,7,IDCJAC0009,2008,,31063,0,6
,8,IDCJAC0009,2008,,31063,0,6
,9,IDCJAC0009,2008,,31063,0,6
,10,IDCJAC0009,2008,,31063,0,6
,11,IDCJAC0009,2008,,31063,0,6
,12,IDCJAC0009,2008,1,31063,3.8,6
,13,IDCJAC0009,2008,,31063,0,6
,14,IDCJAC0009,2008,,31063,0,6
,15,IDCJAC0009,2008,,31063,0,6
,16,IDCJAC0009,2008,,31063,0,6
,17,IDCJAC0009,2008,1,31063,2,6
,18,IDCJAC0009,2008,1,31063,8.4,6
,19,IDCJAC0009,2008,,31063,0,6
,20,IDCJAC0009,2008,,31063,0,6
,21,IDCJAC0009,2008,,31063,0,6
,22,IDCJAC0009,2008,,31063,0,6
,23,IDCJAC0009,2008,,31063,0,6
,24,IDCJAC0009,2008,,31063,0,6
,25,IDCJAC0009,2008,,31063,0,6
,26,IDCJAC0009,2008,1,31063,1.2,6
,27,IDCJAC0009,2008,,31063,0,6
,28,IDCJAC0009,2008,,31063,0,6
,29,IDCJAC0009,2008,1,31063,1.8,6
,30,IDCJAC0009,2008,1,31063,3.4,6
,1,IDCJAC0009,2008,,31063,0,7
,2,IDCJAC0009,2008,,31063,0,7
,3,IDCJAC0009,2008,,31063,0,7
,4,IDCJAC0009,2008,,31063,0,7
,5,IDCJAC0009,2008,,31063,0,7
,6,IDCJAC0009,2008,,31063,0,7
,7,IDCJAC0009,2008,1,31063,2.4,7
,8,IDCJAC0009,2008,1,31063,4.2,7
,9,IDCJAC0009,2008,1,31063,0.8,7
,10,IDCJAC0009,2008,,31063,0,7
,11,IDCJAC0009,2008,,31063,0,7
,12,IDCJAC0009,2008,,31063,0,7
,13,IDCJAC0009,2008,,31063,0,7
,14,IDCJAC0009,2008,,31063,0,7
,15,IDCJAC0009,2008,,31063,0,7
,16,IDCJAC0009,2008,1,31063,30.8,7
,17,IDCJAC0009,2008,,31063,0,7
,18,IDCJAC0009,2008,,31063,0,7
,19,IDCJAC0009,2008,,31063,0,7
,20,IDCJAC0009,2008,,31063,0,7
,21,IDCJAC0009,2008,1,31063,7.8,7
,22,IDCJAC0009,2008,1,31063,5.8,7
,23,IDCJAC0009,2008,1,31063,24.8,7
,24,IDCJAC0009,2008,1,31063,0.6,7
,25,IDCJAC0009,2008,,31063,0,7
,26,IDCJAC0009,2008,,31063,0,7
,27,IDCJAC0009,2008,,31063,0,7
,28,IDCJAC0009,2008,,31063,0,7
,29,IDCJAC0009,2008,,31063,0,7
,30,IDCJAC0009,2008,,31063,0,7
,31,IDCJAC0009,2008,,31063,0,7
,1,IDCJAC0009,2008,,31063,0,8
,2,IDCJAC0009,2008,,31063,0,8
,3,IDCJAC0009,2008,,31063,0,8
,4,IDCJAC0009,2008,,31063,0,8
,5,IDCJAC0009,2008,,31063,0,8
,6,IDCJAC0009,2008,,31063,0,8
,7,IDCJAC0009,2008,,31063,0,8
,8,IDCJAC0009,2008,,31063,0,8
,9,IDCJAC0009,2008,,31063,0,8
,10,IDCJAC0009,2008,,31063,0,8
,11,IDCJAC0009,2008,,31063,0,8
,12,IDCJAC0009,2008,,31063,0,8
,13,IDCJAC0009,2008,,31063,0,8
